"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"13",0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.571224622736779,0.261825358587286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0.0916666666666667,0,0,0,0.384911094206324,0,0,0,0,0,0,0,0,0.133488011367142,0
"15",0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575368146621777,0.291347709313571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0.166666666666667,0,0,0,0,0,0,0.173989294387835,0.116666666666667,0,0,0,0,0,0,0.191666666666667,0,0,0,0,0,0,0,0,0,0,0,0.352679735843313,0,0,0
"17",0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.34731181065584,0,0,0.203867818433545,0,0,0,0,0.283094255231689,0,0,0,0,0,0,0,0,0
"18",0.166666666666667,0.140148973587537,0,0,0,0,0,0,0,0,0,0,0,0.12064936081551,0,0,0.0541716825888257,0.15328001382518,0,0,0.151087878642201,0.0783497612000065,0,0,0,0,0.131629784027524,0,0,0,0
"19",0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828158405756178,0.340056844804681,0.427390353647695,0,0,0,0,0,0,0,0,0,0,0
"20",0.166666666666667,0,0,0,0,0,0,0.128429405543573,0,0.229497602169701,0,0,0,0,0,0,0,0,0,0.289653557387905,0,0,0,0,0,0.188261322629436,0,0,0,0,0
"21",0.166666666666667,0,0,0,0.0027525015645307,0,0,0,0.18042927869254,0,0,0,0.108211341650675,0,0,0,0,0.250466921300852,0,0,0.294023658465993,0,0,0,0,0,0,0,0,0,0
"22",0.166666666666667,0.0834258705005328,0,0,0.202907653454751,0,0,0,0,0.190635371222161,0,0,0,0,0,0,0,0,0,0,0,0.141484377822057,0.215834552424557,0,0,0,0,0,0,0,0
"23",0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61617227059067,0,0,0,0,0,0,0.219190202764772,0
"24",0.166666666666667,0,0,0.135708633556314,0,0,0,0.0243986563779933,0,0,0,0,0.153906035098763,0,0,0.342665987851852,0,0,0,0,0,0,0,0.17645388608224,0,0,0,0,0,0,0
"25",0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144592126540909,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0
"26",0.166666666666667,0,0,0,0,0.215315096039927,0.256134637324629,0,0.0818626738640016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271710101939785,0,0,0,0,0
"27",0.166666666666667,0,0,0,0,0,0.234484589731066,0.146359747376396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128040609968372,0.101213503345896,0.22530418079775,0,3.3965433536714e-05,0
"28",0.166666666666667,0,0.395504095919039,0,0,0,0,0,0,0,0,0,0,0,0.0315177098964442,0,0,0,0.183544256051661,0,0,0,0,0,0,0,0,0.233333333333333,0,0,0
"29",0.166666666666667,0,0,0,0,0,0,0,0,0,0.363757080116208,0.0191092359104876,0,0,0,0,0,0.14806872796673,0,0,0,0,0,0,0,0,0,0,0.289190801925881,0,0
"30",0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223584987129908,0,0,0,0.295183171985702,0,0,0,0,0,0,0,0.109678044951181,0,0,0.111459151330399,0.0951433425104588
"31",0.166666666666667,0,0,0,0,0,0,0,0,0.21659471171641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254773188952727,0,0.0632812495846032,0.299056902474731
